id колледжа;Название колледжа;Крупное направление;id специальности;Название специальности;Название специализации;База для поступления;Другие фильтры;Средний балл аттестата;очная Количество бюджетных мест;очная Количество платных мест;очная Срок обучения;очная Стоимость обучения (в год);очно-заочная Количество бюджетных мест;очно-заочная Количество платных мест;очно-заочная Срок обучения;очно-заочная Стоимость обучения (в год);заочная Количество бюджетных мест;заочная Количество платных мест;заочная Срок обучения;заочная Стоимость обучения (в год);дистанционная Количество бюджетных мест;дистанционная Количество платных мест;дистанционная Срок обучения;дистанционная Стоимость обучения (в год);Адрес обучения 1;Адрес обучения 2;Адрес обучения 3;Адрес обучения 4;Квалификация (профессия);Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;;2
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770071;15.02.09 Аддитивные технологии;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник-технолог; ";;;;;;;;;;;;;;;;;;73
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770072;15.02.12 Монтаж, техническое обслуживание и ремонт промышленного оборудования (по отраслям);;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник-механик; ";;;;;;;;;;;;;;;;;;74
770007;Академия машиностроения им. Ж.Я. Котина;Материаловедение;7770073;22.02.05 Обработка металлов давлением;;9 класс;;3.0;0;Есть;3 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по обработке металлов давлением; ";;;;;;;;;;;;;;;;;;75
770007;Академия машиностроения им. Ж.Я. Котина;Материаловедение;7770074;22.02.05 Обработка металлов давлением;;11 класс;;3.0;0;Есть;2 года 10 мес.;85,000;0;0;;;0;Есть;3 года 2 мес.;45,000;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по обработке металлов давлением; ";;;;;;;;;;;;;;;;;;76
770007;Академия машиностроения им. Ж.Я. Котина;Материаловедение;7770075;22.02.06 Сварочное производство;;9 класс;;3.0;0;Есть;3 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист сварочного производства; ";;;;;;;;;;;;;;;;;;77
770007;Академия машиностроения им. Ж.Я. Котина;Материаловедение;7770076;22.02.07 Порошковая металлургия, композиционные материалы, покрытия;;9 класс;;3.0;25;Есть;3 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по порошковой металлургии; ";;;;;;;;;;;;;;;;;;78
770007;Академия машиностроения им. Ж.Я. Котина;Материаловедение;7770077;22.02.07 Порошковая металлургия, композиционные материалы, покрытия;;11 класс;;3.0;0;Есть;2 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по порошковой металлургии; ";;;;;;;;;;;;;;;;;;79
770007;Академия машиностроения им. Ж.Я. Котина;Транспортные технологии;7770078;23.02.02 Автомобиле- и тракторостроение;;9 класс;;3.0;25;Есть;3 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по автомобиле- и тракторостроению; ";;;;;;;;;;;;;;;;;;80
770007;Академия машиностроения им. Ж.Я. Котина;Транспортные технологии;7770079;23.02.02 Автомобиле- и тракторостроение;;11 класс;;3.0;0;Есть;2 года 10 мес.;85,000;10;Есть;3 года 7 мес.;50 000;0;есть;3 года 2 мес.;45,000;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по автомобиле- и тракторостроению; ";;;;;;;;;;;;;;;;;;81
770007;Академия машиностроения им. Ж.Я. Котина;Экономика и управление;7770080;38.02.01 Экономика и бухгалтерский учет (по отраслям);;9 класс;;3.0;25;Есть;2 года 10 мес.;75,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;82
770007;Академия машиностроения им. Ж.Я. Котина;Экономика и управление;7770081;38.02.01 Экономика и бухгалтерский учет (по отраслям);;11 класс;;3.0;0;Есть;2 года 10 мес.;75,000;0;Есть;1 год 10 мес.;50 000;0;Есть;2 года 2 мес.;45,000;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;83
770007;Академия машиностроения им. Ж.Я. Котина;Экономика и управление;7770082;38.02.03 Операционная деятельность в логистике;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Операционный логист; ";;;;;;;;;;;;;;;;;;84
